# x y f
-5.000000000000e-01 -5.000000000000e-01 -1.250000000000e+00
-4.879518072289e-01 -5.000000000000e-01 -1.226048773407e+00
-4.759036144578e-01 -5.000000000000e-01 -1.202387864712e+00
-4.638554216867e-01 -5.000000000000e-01 -1.179017273915e+00
-4.518072289157e-01 -5.000000000000e-01 -1.155937001016e+00
-4.397590361446e-01 -5.000000000000e-01 -1.133147046015e+00
-4.277108433735e-01 -5.000000000000e-01 -1.110647408913e+00
-4.156626506024e-01 -5.000000000000e-01 -1.088438089708e+00
-4.036144578313e-01 -5.000000000000e-01 -1.066519088402e+00
-3.915662650602e-01 -5.000000000000e-01 -1.044890404993e+00
-3.795180722892e-01 -5.000000000000e-01 -1.023552039483e+00
-3.674698795181e-01 -5.000000000000e-01 -1.002503991871e+00
-3.554216867470e-01 -5.000000000000e-01 -9.817462621571e-01
-3.433734939759e-01 -5.000000000000e-01 -9.612788503411e-01
-3.313253012048e-01 -5.000000000000e-01 -9.411017564233e-01
-3.192771084337e-01 -5.000000000000e-01 -9.212149804035e-01
-3.072289156627e-01 -5.000000000000e-01 -9.016185222819e-01
-2.951807228916e-01 -5.000000000000e-01 -8.823123820584e-01
-2.831325301205e-01 -5.000000000000e-01 -8.632965597329e-01
-2.710843373494e-01 -5.000000000000e-01 -8.445710553056e-01
-2.590361445783e-01 -5.000000000000e-01 -8.261358687763e-01
-2.469879518072e-01 -5.000000000000e-01 -8.079910001452e-01
-2.349397590361e-01 -5.000000000000e-01 -7.901364494121e-01
-2.228915662651e-01 -5.000000000000e-01 -7.725722165772e-01
-2.108433734940e-01 -5.000000000000e-01 -7.552983016403e-01
-1.987951807229e-01 -5.000000000000e-01 -7.383147046015e-01
-1.867469879518e-01 -5.000000000000e-01 -7.216214254609e-01
-1.746987951807e-01 -5.000000000000e-01 -7.052184642183e-01
-1.626506024096e-01 -5.000000000000e-01 -6.891058208739e-01
-1.506024096386e-01 -5.000000000000e-01 -6.732834954275e-01
-1.385542168675e-01 -5.000000000000e-01 -6.577514878792e-01
-1.265060240964e-01 -5.000000000000e-01 -6.425097982291e-01
-1.144578313253e-01 -5.000000000000e-01 -6.275584264770e-01
-1.024096385542e-01 -5.000000000000e-01 -6.128973726230e-01
-9.036144578313e-02 -5.000000000000e-01 -5.985266366672e-01
-7.831325301205e-02 -5.000000000000e-01 -5.844462186094e-01
-6.626506024096e-02 -5.000000000000e-01 -5.706561184497e-01
-5.421686746988e-02 -5.000000000000e-01 -5.571563361881e-01
-4.216867469880e-02 -5.000000000000e-01 -5.439468718246e-01
-3.012048192771e-02 -5.000000000000e-01 -5.310277253593e-01
